doc_id,keyword,difficulty,question_template,suggested_answer_length
cc_news_85_How to work with a personal co,companies,advanced,companiesの応用例を挙げてください。,3-5文
cc_news_85_How to work with a personal co,companies,advanced,companiesの課題と解決策は何ですか？,3-5文
cc_news_85_How to work with a personal co,personal,advanced,personalの応用例を挙げてください。,3-5文
cc_news_85_How to work with a personal co,personal,advanced,personalの課題と解決策は何ですか？,3-5文
"cc_news_86_Size of a Raspberry Pi, power ",LattePanda,advanced,LattePandaの応用例を挙げてください。,3-5文
"cc_news_86_Size of a Raspberry Pi, power ",LattePanda,advanced,LattePandaの課題と解決策は何ですか？,3-5文
"cc_news_86_Size of a Raspberry Pi, power ",Raspberry,advanced,Raspberryの応用例を挙げてください。,3-5文
"cc_news_86_Size of a Raspberry Pi, power ",Raspberry,advanced,Raspberryの課題と解決策は何ですか？,3-5文
"cc_news_86_Size of a Raspberry Pi, power ",processor,advanced,processorの応用例を挙げてください。,3-5文
"cc_news_86_Size of a Raspberry Pi, power ",processor,advanced,processorの課題と解決策は何ですか？,3-5文
"cc_news_86_Size of a Raspberry Pi, power ",MacBook,intermediate,MacBookはどのように使われますか？,2-3文
"cc_news_86_Size of a Raspberry Pi, power ",MacBook,intermediate,MacBookの利点は何ですか？,2-3文
cc_news_87_Storage survey aims to shed li,information,advanced,informationの応用例を挙げてください。,3-5文
cc_news_87_Storage survey aims to shed li,information,advanced,informationの課題と解決策は何ですか？,3-5文
cc_news_87_Storage survey aims to shed li,storage,basic,storageとは何ですか？,1-2文
cc_news_87_Storage survey aims to shed li,storage,basic,storageについて説明してください。,1-2文
cc_news_87_Storage survey aims to shed li,Rivera,intermediate,Riveraはどのように使われますか？,2-3文
cc_news_87_Storage survey aims to shed li,Rivera,intermediate,Riveraの利点は何ですか？,2-3文
cc_news_87_Storage survey aims to shed li,survey,basic,surveyとは何ですか？,1-2文
cc_news_87_Storage survey aims to shed li,survey,basic,surveyについて説明してください。,1-2文
cc_news_88_The werewolf family of Nepal,characters,advanced,charactersの応用例を挙げてください。,3-5文
cc_news_88_The werewolf family of Nepal,characters,advanced,charactersの課題と解決策は何ですか？,3-5文
cc_news_88_The werewolf family of Nepal,consonant,advanced,consonantの応用例を挙げてください。,3-5文
cc_news_88_The werewolf family of Nepal,consonant,advanced,consonantの課題と解決策は何ですか？,3-5文
cc_news_88_The werewolf family of Nepal,followed,advanced,followedの応用例を挙げてください。,3-5文
cc_news_88_The werewolf family of Nepal,followed,advanced,followedの課題と解決策は何ですか？,3-5文
cc_news_88_The werewolf family of Nepal,Bengali,basic,Bengaliとは何ですか？,1-2文
cc_news_88_The werewolf family of Nepal,Bengali,basic,Bengaliについて説明してください。,1-2文
cc_news_89_Transgender College Principal ,characters,advanced,charactersの応用例を挙げてください。,3-5文
cc_news_89_Transgender College Principal ,characters,advanced,charactersの課題と解決策は何ですか？,3-5文
cc_news_89_Transgender College Principal ,consonant,advanced,consonantの応用例を挙げてください。,3-5文
cc_news_89_Transgender College Principal ,consonant,advanced,consonantの課題と解決策は何ですか？,3-5文
cc_news_89_Transgender College Principal ,followed,advanced,followedの応用例を挙げてください。,3-5文
cc_news_89_Transgender College Principal ,followed,advanced,followedの課題と解決策は何ですか？,3-5文
cc_news_89_Transgender College Principal ,Bengali,basic,Bengaliとは何ですか？,1-2文
cc_news_89_Transgender College Principal ,Bengali,basic,Bengaliについて説明してください。,1-2文
cc_news_90_জেনের সঙ্গে আলাপ‚প্রেম থেকে বি,characters,advanced,charactersの応用例を挙げてください。,3-5文
cc_news_90_জেনের সঙ্গে আলাপ‚প্রেম থেকে বি,characters,advanced,charactersの課題と解決策は何ですか？,3-5文
cc_news_90_জেনের সঙ্গে আলাপ‚প্রেম থেকে বি,consonant,advanced,consonantの応用例を挙げてください。,3-5文
cc_news_90_জেনের সঙ্গে আলাপ‚প্রেম থেকে বি,consonant,advanced,consonantの課題と解決策は何ですか？,3-5文
cc_news_90_জেনের সঙ্গে আলাপ‚প্রেম থেকে বি,followed,advanced,followedの応用例を挙げてください。,3-5文
cc_news_90_জেনের সঙ্গে আলাপ‚প্রেম থেকে বি,followed,advanced,followedの課題と解決策は何ですか？,3-5文
cc_news_90_জেনের সঙ্গে আলাপ‚প্রেম থেকে বি,Bengali,basic,Bengaliとは何ですか？,1-2文
cc_news_90_জেনের সঙ্গে আলাপ‚প্রেম থেকে বি,Bengali,basic,Bengaliについて説明してください。,1-2文
cc_news_91_Shame on us ! What is this?,characters,advanced,charactersの応用例を挙げてください。,3-5文
cc_news_91_Shame on us ! What is this?,characters,advanced,charactersの課題と解決策は何ですか？,3-5文
cc_news_91_Shame on us ! What is this?,consonant,advanced,consonantの応用例を挙げてください。,3-5文
cc_news_91_Shame on us ! What is this?,consonant,advanced,consonantの課題と解決策は何ですか？,3-5文
cc_news_91_Shame on us ! What is this?,followed,advanced,followedの応用例を挙げてください。,3-5文
cc_news_91_Shame on us ! What is this?,followed,advanced,followedの課題と解決策は何ですか？,3-5文
cc_news_91_Shame on us ! What is this?,Bengali,basic,Bengaliとは何ですか？,1-2文
cc_news_91_Shame on us ! What is this?,Bengali,basic,Bengaliについて説明してください。,1-2文
cc_news_92_Yogeeta Bali Wanted To Commit ,characters,advanced,charactersの応用例を挙げてください。,3-5文
cc_news_92_Yogeeta Bali Wanted To Commit ,characters,advanced,charactersの課題と解決策は何ですか？,3-5文
cc_news_92_Yogeeta Bali Wanted To Commit ,consonant,advanced,consonantの応用例を挙げてください。,3-5文
cc_news_92_Yogeeta Bali Wanted To Commit ,consonant,advanced,consonantの課題と解決策は何ですか？,3-5文
cc_news_92_Yogeeta Bali Wanted To Commit ,followed,advanced,followedの応用例を挙げてください。,3-5文
cc_news_92_Yogeeta Bali Wanted To Commit ,followed,advanced,followedの課題と解決策は何ですか？,3-5文
cc_news_92_Yogeeta Bali Wanted To Commit ,Bengali,basic,Bengaliとは何ですか？,1-2文
cc_news_92_Yogeeta Bali Wanted To Commit ,Bengali,basic,Bengaliについて説明してください。,1-2文
cc_news_93_সোশ্যাল মিডিয়ায় ছবি দিয়ে কি বয়,characters,advanced,charactersの応用例を挙げてください。,3-5文
cc_news_93_সোশ্যাল মিডিয়ায় ছবি দিয়ে কি বয়,characters,advanced,charactersの課題と解決策は何ですか？,3-5文
cc_news_93_সোশ্যাল মিডিয়ায় ছবি দিয়ে কি বয়,consonant,advanced,consonantの応用例を挙げてください。,3-5文
cc_news_93_সোশ্যাল মিডিয়ায় ছবি দিয়ে কি বয়,consonant,advanced,consonantの課題と解決策は何ですか？,3-5文
cc_news_93_সোশ্যাল মিডিয়ায় ছবি দিয়ে কি বয়,followed,advanced,followedの応用例を挙げてください。,3-5文
cc_news_93_সোশ্যাল মিডিয়ায় ছবি দিয়ে কি বয়,followed,advanced,followedの課題と解決策は何ですか？,3-5文
cc_news_93_সোশ্যাল মিডিয়ায় ছবি দিয়ে কি বয়,Bengali,basic,Bengaliとは何ですか？,1-2文
cc_news_93_সোশ্যাল মিডিয়ায় ছবি দিয়ে কি বয়,Bengali,basic,Bengaliについて説明してください。,1-2文
cc_news_94_Cricketer Mohammad Kaif Trolle,characters,advanced,charactersの応用例を挙げてください。,3-5文
cc_news_94_Cricketer Mohammad Kaif Trolle,characters,advanced,charactersの課題と解決策は何ですか？,3-5文
cc_news_94_Cricketer Mohammad Kaif Trolle,consonant,advanced,consonantの応用例を挙げてください。,3-5文
cc_news_94_Cricketer Mohammad Kaif Trolle,consonant,advanced,consonantの課題と解決策は何ですか？,3-5文
cc_news_94_Cricketer Mohammad Kaif Trolle,followed,advanced,followedの応用例を挙げてください。,3-5文
cc_news_94_Cricketer Mohammad Kaif Trolle,followed,advanced,followedの課題と解決策は何ですか？,3-5文
cc_news_94_Cricketer Mohammad Kaif Trolle,Bengali,basic,Bengaliとは何ですか？,1-2文
cc_news_94_Cricketer Mohammad Kaif Trolle,Bengali,basic,Bengaliについて説明してください。,1-2文
cc_news_95_Sara & Ibrahim are very excite,characters,advanced,charactersの応用例を挙げてください。,3-5文
cc_news_95_Sara & Ibrahim are very excite,characters,advanced,charactersの課題と解決策は何ですか？,3-5文
cc_news_95_Sara & Ibrahim are very excite,consonant,advanced,consonantの応用例を挙げてください。,3-5文
cc_news_95_Sara & Ibrahim are very excite,consonant,advanced,consonantの課題と解決策は何ですか？,3-5文
cc_news_95_Sara & Ibrahim are very excite,followed,advanced,followedの応用例を挙げてください。,3-5文
cc_news_95_Sara & Ibrahim are very excite,followed,advanced,followedの課題と解決策は何ですか？,3-5文
cc_news_95_Sara & Ibrahim are very excite,Bengali,basic,Bengaliとは何ですか？,1-2文
cc_news_95_Sara & Ibrahim are very excite,Bengali,basic,Bengaliについて説明してください。,1-2文
cc_news_96_প্রাক্তন প্রেমিকা প্রিয়াঙ্কাকে,characters,advanced,charactersの応用例を挙げてください。,3-5文
cc_news_96_প্রাক্তন প্রেমিকা প্রিয়াঙ্কাকে,characters,advanced,charactersの課題と解決策は何ですか？,3-5文
cc_news_96_প্রাক্তন প্রেমিকা প্রিয়াঙ্কাকে,consonant,advanced,consonantの応用例を挙げてください。,3-5文
cc_news_96_প্রাক্তন প্রেমিকা প্রিয়াঙ্কাকে,consonant,advanced,consonantの課題と解決策は何ですか？,3-5文
cc_news_96_প্রাক্তন প্রেমিকা প্রিয়াঙ্কাকে,followed,advanced,followedの応用例を挙げてください。,3-5文
cc_news_96_প্রাক্তন প্রেমিকা প্রিয়াঙ্কাকে,followed,advanced,followedの課題と解決策は何ですか？,3-5文
cc_news_96_প্রাক্তন প্রেমিকা প্রিয়াঙ্কাকে,Bengali,basic,Bengaliとは何ですか？,1-2文
cc_news_96_প্রাক্তন প্রেমিকা প্রিয়াঙ্কাকে,Bengali,basic,Bengaliについて説明してください。,1-2文
cc_news_97_In a befitting reply to his de,characters,advanced,charactersの応用例を挙げてください。,3-5文
cc_news_97_In a befitting reply to his de,characters,advanced,charactersの課題と解決策は何ですか？,3-5文
cc_news_97_In a befitting reply to his de,consonant,advanced,consonantの応用例を挙げてください。,3-5文
cc_news_97_In a befitting reply to his de,consonant,advanced,consonantの課題と解決策は何ですか？,3-5文
cc_news_97_In a befitting reply to his de,followed,advanced,followedの応用例を挙げてください。,3-5文
cc_news_97_In a befitting reply to his de,followed,advanced,followedの課題と解決策は何ですか？,3-5文
cc_news_97_In a befitting reply to his de,Bengali,basic,Bengaliとは何ですか？,1-2文
cc_news_97_In a befitting reply to his de,Bengali,basic,Bengaliについて説明してください。,1-2文
"cc_news_98_সাগর, আই লাভ ইউ",characters,advanced,charactersの応用例を挙げてください。,3-5文
"cc_news_98_সাগর, আই লাভ ইউ",characters,advanced,charactersの課題と解決策は何ですか？,3-5文
"cc_news_98_সাগর, আই লাভ ইউ",consonant,advanced,consonantの応用例を挙げてください。,3-5文
"cc_news_98_সাগর, আই লাভ ইউ",consonant,advanced,consonantの課題と解決策は何ですか？,3-5文
"cc_news_98_সাগর, আই লাভ ইউ",followed,advanced,followedの応用例を挙げてください。,3-5文
"cc_news_98_সাগর, আই লাভ ইউ",followed,advanced,followedの課題と解決策は何ですか？,3-5文
"cc_news_98_সাগর, আই লাভ ইউ",Bengali,basic,Bengaliとは何ですか？,1-2文
"cc_news_98_সাগর, আই লাভ ইউ",Bengali,basic,Bengaliについて説明してください。,1-2文
"cc_news_99_আরিব্বাস, জাল ডাক্তার!",characters,advanced,charactersの応用例を挙げてください。,3-5文
"cc_news_99_আরিব্বাস, জাল ডাক্তার!",characters,advanced,charactersの課題と解決策は何ですか？,3-5文
"cc_news_99_আরিব্বাস, জাল ডাক্তার!",consonant,advanced,consonantの応用例を挙げてください。,3-5文
"cc_news_99_আরিব্বাস, জাল ডাক্তার!",consonant,advanced,consonantの課題と解決策は何ですか？,3-5文
"cc_news_99_আরিব্বাস, জাল ডাক্তার!",followed,advanced,followedの応用例を挙げてください。,3-5文
"cc_news_99_আরিব্বাস, জাল ডাক্তার!",followed,advanced,followedの課題と解決策は何ですか？,3-5文
"cc_news_99_আরিব্বাস, জাল ডাক্তার!",Bengali,basic,Bengaliとは何ですか？,1-2文
"cc_news_99_আরিব্বাস, জাল ডাক্তার!",Bengali,basic,Bengaliについて説明してください。,1-2文
cc_news_100_ভ্যালেন্টাইনের হাত ধরে গভীর রা,characters,advanced,charactersの応用例を挙げてください。,3-5文
cc_news_100_ভ্যালেন্টাইনের হাত ধরে গভীর রা,characters,advanced,charactersの課題と解決策は何ですか？,3-5文
cc_news_100_ভ্যালেন্টাইনের হাত ধরে গভীর রা,consonant,advanced,consonantの応用例を挙げてください。,3-5文
cc_news_100_ভ্যালেন্টাইনের হাত ধরে গভীর রা,consonant,advanced,consonantの課題と解決策は何ですか？,3-5文
cc_news_100_ভ্যালেন্টাইনের হাত ধরে গভীর রা,followed,advanced,followedの応用例を挙げてください。,3-5文
cc_news_100_ভ্যালেন্টাইনের হাত ধরে গভীর রা,followed,advanced,followedの課題と解決策は何ですか？,3-5文
cc_news_100_ভ্যালেন্টাইনের হাত ধরে গভীর রা,Bengali,basic,Bengaliとは何ですか？,1-2文
cc_news_100_ভ্যালেন্টাইনের হাত ধরে গভীর রা,Bengali,basic,Bengaliについて説明してください。,1-2文
cc_news_101_A school drop out turns into f,characters,advanced,charactersの応用例を挙げてください。,3-5文
cc_news_101_A school drop out turns into f,characters,advanced,charactersの課題と解決策は何ですか？,3-5文
cc_news_101_A school drop out turns into f,consonant,advanced,consonantの応用例を挙げてください。,3-5文
cc_news_101_A school drop out turns into f,consonant,advanced,consonantの課題と解決策は何ですか？,3-5文
cc_news_101_A school drop out turns into f,followed,advanced,followedの応用例を挙げてください。,3-5文
cc_news_101_A school drop out turns into f,followed,advanced,followedの課題と解決策は何ですか？,3-5文
cc_news_101_A school drop out turns into f,Bengali,basic,Bengaliとは何ですか？,1-2文
cc_news_101_A school drop out turns into f,Bengali,basic,Bengaliについて説明してください。,1-2文
cc_news_102_Want to visit India's last tea,characters,advanced,charactersの応用例を挙げてください。,3-5文
cc_news_102_Want to visit India's last tea,characters,advanced,charactersの課題と解決策は何ですか？,3-5文
cc_news_102_Want to visit India's last tea,consonant,advanced,consonantの応用例を挙げてください。,3-5文
cc_news_102_Want to visit India's last tea,consonant,advanced,consonantの課題と解決策は何ですか？,3-5文
cc_news_102_Want to visit India's last tea,followed,advanced,followedの応用例を挙げてください。,3-5文
cc_news_102_Want to visit India's last tea,followed,advanced,followedの課題と解決策は何ですか？,3-5文
cc_news_102_Want to visit India's last tea,Bengali,basic,Bengaliとは何ですか？,1-2文
cc_news_102_Want to visit India's last tea,Bengali,basic,Bengaliについて説明してください。,1-2文
cc_news_103_Tapas Paul on Connection Betwe,characters,advanced,charactersの応用例を挙げてください。,3-5文
cc_news_103_Tapas Paul on Connection Betwe,characters,advanced,charactersの課題と解決策は何ですか？,3-5文
cc_news_103_Tapas Paul on Connection Betwe,consonant,advanced,consonantの応用例を挙げてください。,3-5文
cc_news_103_Tapas Paul on Connection Betwe,consonant,advanced,consonantの課題と解決策は何ですか？,3-5文
cc_news_103_Tapas Paul on Connection Betwe,followed,advanced,followedの応用例を挙げてください。,3-5文
cc_news_103_Tapas Paul on Connection Betwe,followed,advanced,followedの課題と解決策は何ですか？,3-5文
cc_news_103_Tapas Paul on Connection Betwe,Bengali,basic,Bengaliとは何ですか？,1-2文
cc_news_103_Tapas Paul on Connection Betwe,Bengali,basic,Bengaliについて説明してください。,1-2文
cc_news_104_He is The Saree Man of India W,characters,advanced,charactersの応用例を挙げてください。,3-5文
cc_news_104_He is The Saree Man of India W,characters,advanced,charactersの課題と解決策は何ですか？,3-5文
cc_news_104_He is The Saree Man of India W,consonant,advanced,consonantの応用例を挙げてください。,3-5文
cc_news_104_He is The Saree Man of India W,consonant,advanced,consonantの課題と解決策は何ですか？,3-5文
cc_news_104_He is The Saree Man of India W,followed,advanced,followedの応用例を挙げてください。,3-5文
cc_news_104_He is The Saree Man of India W,followed,advanced,followedの課題と解決策は何ですか？,3-5文
cc_news_104_He is The Saree Man of India W,Bengali,basic,Bengaliとは何ですか？,1-2文
cc_news_104_He is The Saree Man of India W,Bengali,basic,Bengaliについて説明してください。,1-2文
cc_news_105_Hindu college students to wors,characters,advanced,charactersの応用例を挙げてください。,3-5文
cc_news_105_Hindu college students to wors,characters,advanced,charactersの課題と解決策は何ですか？,3-5文
cc_news_105_Hindu college students to wors,consonant,advanced,consonantの応用例を挙げてください。,3-5文
cc_news_105_Hindu college students to wors,consonant,advanced,consonantの課題と解決策は何ですか？,3-5文
cc_news_105_Hindu college students to wors,followed,advanced,followedの応用例を挙げてください。,3-5文
cc_news_105_Hindu college students to wors,followed,advanced,followedの課題と解決策は何ですか？,3-5文
cc_news_105_Hindu college students to wors,Bengali,basic,Bengaliとは何ですか？,1-2文
cc_news_105_Hindu college students to wors,Bengali,basic,Bengaliについて説明してください。,1-2文
cc_news_106_Subodh and I have decided to s,characters,advanced,charactersの応用例を挙げてください。,3-5文
cc_news_106_Subodh and I have decided to s,characters,advanced,charactersの課題と解決策は何ですか？,3-5文
cc_news_106_Subodh and I have decided to s,consonant,advanced,consonantの応用例を挙げてください。,3-5文
cc_news_106_Subodh and I have decided to s,consonant,advanced,consonantの課題と解決策は何ですか？,3-5文
cc_news_106_Subodh and I have decided to s,followed,advanced,followedの応用例を挙げてください。,3-5文
cc_news_106_Subodh and I have decided to s,followed,advanced,followedの課題と解決策は何ですか？,3-5文
cc_news_106_Subodh and I have decided to s,Bengali,basic,Bengaliとは何ですか？,1-2文
cc_news_106_Subodh and I have decided to s,Bengali,basic,Bengaliについて説明してください。,1-2文
cc_news_107_বেণু তব বাজাও একাকী,characters,advanced,charactersの応用例を挙げてください。,3-5文
cc_news_107_বেণু তব বাজাও একাকী,characters,advanced,charactersの課題と解決策は何ですか？,3-5文
cc_news_107_বেণু তব বাজাও একাকী,consonant,advanced,consonantの応用例を挙げてください。,3-5文
cc_news_107_বেণু তব বাজাও একাকী,consonant,advanced,consonantの課題と解決策は何ですか？,3-5文
cc_news_107_বেণু তব বাজাও একাকী,followed,advanced,followedの応用例を挙げてください。,3-5文
cc_news_107_বেণু তব বাজাও একাকী,followed,advanced,followedの課題と解決策は何ですか？,3-5文
cc_news_107_বেণু তব বাজাও একাকী,Bengali,basic,Bengaliとは何ですか？,1-2文
cc_news_107_বেণু তব বাজাও একাকী,Bengali,basic,Bengaliについて説明してください。,1-2文
cc_news_108_মনে আছে ‘মিঃ ইন্ডিয়া’র ছোট্ট ট,characters,advanced,charactersの応用例を挙げてください。,3-5文
cc_news_108_মনে আছে ‘মিঃ ইন্ডিয়া’র ছোট্ট ট,characters,advanced,charactersの課題と解決策は何ですか？,3-5文
cc_news_108_মনে আছে ‘মিঃ ইন্ডিয়া’র ছোট্ট ট,consonant,advanced,consonantの応用例を挙げてください。,3-5文
cc_news_108_মনে আছে ‘মিঃ ইন্ডিয়া’র ছোট্ট ট,consonant,advanced,consonantの課題と解決策は何ですか？,3-5文
cc_news_108_মনে আছে ‘মিঃ ইন্ডিয়া’র ছোট্ট ট,followed,advanced,followedの応用例を挙げてください。,3-5文
cc_news_108_মনে আছে ‘মিঃ ইন্ডিয়া’র ছোট্ট ট,followed,advanced,followedの課題と解決策は何ですか？,3-5文
cc_news_108_মনে আছে ‘মিঃ ইন্ডিয়া’র ছোট্ট ট,Bengali,basic,Bengaliとは何ですか？,1-2文
cc_news_108_মনে আছে ‘মিঃ ইন্ডিয়া’র ছোট্ট ট,Bengali,basic,Bengaliについて説明してください。,1-2文
cc_news_109_Sharing the cottage with Shahi,characters,advanced,charactersの応用例を挙げてください。,3-5文
cc_news_109_Sharing the cottage with Shahi,characters,advanced,charactersの課題と解決策は何ですか？,3-5文
cc_news_109_Sharing the cottage with Shahi,consonant,advanced,consonantの応用例を挙げてください。,3-5文
cc_news_109_Sharing the cottage with Shahi,consonant,advanced,consonantの課題と解決策は何ですか？,3-5文
cc_news_109_Sharing the cottage with Shahi,followed,advanced,followedの応用例を挙げてください。,3-5文
cc_news_109_Sharing the cottage with Shahi,followed,advanced,followedの課題と解決策は何ですか？,3-5文
cc_news_109_Sharing the cottage with Shahi,Bengali,basic,Bengaliとは何ですか？,1-2文
cc_news_109_Sharing the cottage with Shahi,Bengali,basic,Bengaliについて説明してください。,1-2文
cc_news_110_Can you remember Rajiv & Rinku,characters,advanced,charactersの応用例を挙げてください。,3-5文
cc_news_110_Can you remember Rajiv & Rinku,characters,advanced,charactersの課題と解決策は何ですか？,3-5文
cc_news_110_Can you remember Rajiv & Rinku,consonant,advanced,consonantの応用例を挙げてください。,3-5文
cc_news_110_Can you remember Rajiv & Rinku,consonant,advanced,consonantの課題と解決策は何ですか？,3-5文
cc_news_110_Can you remember Rajiv & Rinku,followed,advanced,followedの応用例を挙げてください。,3-5文
cc_news_110_Can you remember Rajiv & Rinku,followed,advanced,followedの課題と解決策は何ですか？,3-5文
cc_news_110_Can you remember Rajiv & Rinku,Bengali,basic,Bengaliとは何ですか？,1-2文
cc_news_110_Can you remember Rajiv & Rinku,Bengali,basic,Bengaliについて説明してください。,1-2文
cc_news_111_A 1400 pieces silver-gilt dinn,characters,advanced,charactersの応用例を挙げてください。,3-5文
cc_news_111_A 1400 pieces silver-gilt dinn,characters,advanced,charactersの課題と解決策は何ですか？,3-5文
cc_news_111_A 1400 pieces silver-gilt dinn,consonant,advanced,consonantの応用例を挙げてください。,3-5文
cc_news_111_A 1400 pieces silver-gilt dinn,consonant,advanced,consonantの課題と解決策は何ですか？,3-5文
cc_news_111_A 1400 pieces silver-gilt dinn,followed,advanced,followedの応用例を挙げてください。,3-5文
cc_news_111_A 1400 pieces silver-gilt dinn,followed,advanced,followedの課題と解決策は何ですか？,3-5文
cc_news_111_A 1400 pieces silver-gilt dinn,Bengali,basic,Bengaliとは何ですか？,1-2文
cc_news_111_A 1400 pieces silver-gilt dinn,Bengali,basic,Bengaliについて説明してください。,1-2文
cc_news_112_The real story behind St. Vale,characters,advanced,charactersの応用例を挙げてください。,3-5文
cc_news_112_The real story behind St. Vale,characters,advanced,charactersの課題と解決策は何ですか？,3-5文
cc_news_112_The real story behind St. Vale,consonant,advanced,consonantの応用例を挙げてください。,3-5文
cc_news_112_The real story behind St. Vale,consonant,advanced,consonantの課題と解決策は何ですか？,3-5文
cc_news_112_The real story behind St. Vale,followed,advanced,followedの応用例を挙げてください。,3-5文
cc_news_112_The real story behind St. Vale,followed,advanced,followedの課題と解決策は何ですか？,3-5文
cc_news_112_The real story behind St. Vale,Bengali,basic,Bengaliとは何ですか？,1-2文
cc_news_112_The real story behind St. Vale,Bengali,basic,Bengaliについて説明してください。,1-2文
cc_news_113_Edmonton man arrested in Jaspe,possession,advanced,possessionの応用例を挙げてください。,3-5文
cc_news_113_Edmonton man arrested in Jaspe,possession,advanced,possessionの課題と解決策は何ですか？,3-5文
cc_news_113_Edmonton man arrested in Jaspe,operation,advanced,operationの応用例を挙げてください。,3-5文
cc_news_113_Edmonton man arrested in Jaspe,operation,advanced,operationの課題と解決策は何ですか？,3-5文
cc_news_113_Edmonton man arrested in Jaspe,Criminal,advanced,Criminalの応用例を挙げてください。,3-5文
cc_news_113_Edmonton man arrested in Jaspe,Criminal,advanced,Criminalの課題と解決策は何ですか？,3-5文
cc_news_113_Edmonton man arrested in Jaspe,National,advanced,Nationalの応用例を挙げてください。,3-5文
cc_news_113_Edmonton man arrested in Jaspe,National,advanced,Nationalの課題と解決策は何ですか？,3-5文
cc_news_113_Edmonton man arrested in Jaspe,firearm,basic,firearmとは何ですか？,1-2文
cc_news_113_Edmonton man arrested in Jaspe,firearm,basic,firearmについて説明してください。,1-2文
cc_news_114_Jasper RCMP seek owners of aba,information,advanced,informationの応用例を挙げてください。,3-5文
cc_news_114_Jasper RCMP seek owners of aba,information,advanced,informationの課題と解決策は何ですか？,3-5文
cc_news_114_Jasper RCMP seek owners of aba,Stoppers,advanced,Stoppersの応用例を挙げてください。,3-5文
cc_news_114_Jasper RCMP seek owners of aba,Stoppers,advanced,Stoppersの課題と解決策は何ですか？,3-5文
cc_news_114_Jasper RCMP seek owners of aba,Jasper,intermediate,Jasperはどのように使われますか？,2-3文
cc_news_114_Jasper RCMP seek owners of aba,Jasper,intermediate,Jasperの利点は何ですか？,2-3文
cc_news_115_Trump assails U.S. intelligenc,intelligence,advanced,intelligenceの応用例を挙げてください。,3-5文
cc_news_115_Trump assails U.S. intelligenc,intelligence,advanced,intelligenceの課題と解決策は何ですか？,3-5文
cc_news_115_Trump assails U.S. intelligenc,Russian,basic,Russianとは何ですか？,1-2文
cc_news_115_Trump assails U.S. intelligenc,Russian,basic,Russianについて説明してください。,1-2文
cc_news_115_Trump assails U.S. intelligenc,Trump,basic,Trumpとは何ですか？,1-2文
cc_news_115_Trump assails U.S. intelligenc,Trump,basic,Trumpについて説明してください。,1-2文
cc_news_115_Trump assails U.S. intelligenc,Flynn,basic,Flynnとは何ですか？,1-2文
cc_news_115_Trump assails U.S. intelligenc,Flynn,basic,Flynnについて説明してください。,1-2文
"cc_news_116_Safer tomorrow, thanks to Safe",Basically,advanced,Basicallyの応用例を挙げてください。,3-5文
"cc_news_116_Safer tomorrow, thanks to Safe",Basically,advanced,Basicallyの課題と解決策は何ですか？,3-5文
"cc_news_116_Safer tomorrow, thanks to Safe",Jiran,basic,Jiranとは何ですか？,1-2文
"cc_news_116_Safer tomorrow, thanks to Safe",Jiran,basic,Jiranについて説明してください。,1-2文
"cc_news_116_Safer tomorrow, thanks to Safe",Hall,basic,Hallとは何ですか？,1-2文
"cc_news_116_Safer tomorrow, thanks to Safe",Hall,basic,Hallについて説明してください。,1-2文
"cc_news_116_Safer tomorrow, thanks to Safe",kids,basic,kidsとは何ですか？,1-2文
"cc_news_116_Safer tomorrow, thanks to Safe",kids,basic,kidsについて説明してください。,1-2文
"cc_news_116_Safer tomorrow, thanks to Safe",that,basic,thatとは何ですか？,1-2文
"cc_news_116_Safer tomorrow, thanks to Safe",that,basic,thatについて説明してください。,1-2文
cc_news_117_For hockey fans nostalgia is d,outdoor,basic,outdoorとは何ですか？,1-2文
cc_news_117_For hockey fans nostalgia is d,outdoor,basic,outdoorについて説明してください。,1-2文
cc_news_117_For hockey fans nostalgia is d,league,basic,leagueとは何ですか？,1-2文
cc_news_117_For hockey fans nostalgia is d,league,basic,leagueについて説明してください。,1-2文
cc_news_117_For hockey fans nostalgia is d,games,basic,gamesとは何ですか？,1-2文
cc_news_117_For hockey fans nostalgia is d,games,basic,gamesについて説明してください。,1-2文
cc_news_117_For hockey fans nostalgia is d,that,basic,thatとは何ですか？,1-2文
cc_news_117_For hockey fans nostalgia is d,that,basic,thatについて説明してください。,1-2文
"cc_news_118_Bitcoin jumps above $1,000 for",authority,advanced,authorityの応用例を挙げてください。,3-5文
"cc_news_118_Bitcoin jumps above $1,000 for",authority,advanced,authorityの課題と解決策は何ですか？,3-5文
"cc_news_118_Bitcoin jumps above $1,000 for",exchange,advanced,exchangeの応用例を挙げてください。,3-5文
"cc_news_118_Bitcoin jumps above $1,000 for",exchange,advanced,exchangeの課題と解決策は何ですか？,3-5文
"cc_news_118_Bitcoin jumps above $1,000 for",currency,advanced,currencyの応用例を挙げてください。,3-5文
"cc_news_118_Bitcoin jumps above $1,000 for",currency,advanced,currencyの課題と解決策は何ですか？,3-5文
"cc_news_118_Bitcoin jumps above $1,000 for",Bitcoin,intermediate,Bitcoinはどのように使われますか？,2-3文
"cc_news_118_Bitcoin jumps above $1,000 for",Bitcoin,intermediate,Bitcoinの利点は何ですか？,2-3文
"cc_news_119_Man, 22, dies in Duluth neighb",shooting,advanced,shootingの応用例を挙げてください。,3-5文
