doc_id,keyword,difficulty,category,frequency,context
cc_news_102_Want to visit India's last tea,Bengali,basic,other,5,"০ = 0, ১ = 1, ২ = 2, ৩ = 3, ৪ = 4, ৫ = 5, ৬ = 6, ৭ = 7, ৮ = 8, ৯ = 9 ্ = See example (Hasant/Viram) "
cc_news_102_Want to visit India's last tea,symbols,intermediate,other,3,% \ _ $ @ # translate into the same symbols
cc_news_102_Want to visit India's last tea,ZWJ,advanced,technical_term,4,ZWJ and ZWNJ characters are used to produce alternate rendering of ligature
cc_news_102_Want to visit India's last tea,ZWNJ,advanced,technical_term,2,ZWJ and ZWNJ characters are used to produce alternate rendering of ligature
cc_news_103_Tapas Paul on Connection Betwe,Bengali,basic,other,5,"Tapas Paul on Connection Between RoseValley & Tollygunj Film Industry ০ = 0, ১ = 1, ২ = 2, ৩ = 3, ৪ "
cc_news_103_Tapas Paul on Connection Betwe,symbols,intermediate,other,3,% \ _ $ @ # translate into the same symbols
cc_news_103_Tapas Paul on Connection Betwe,ZWJ,advanced,technical_term,4,ZWJ and ZWNJ characters are used to produce alternate rendering of ligature
cc_news_103_Tapas Paul on Connection Betwe,ZWNJ,advanced,technical_term,2,ZWJ and ZWNJ characters are used to produce alternate rendering of ligature
cc_news_104_He is The Saree Man of India W,Bengali,basic,other,5,"He is The Saree Man of India Who Wishes People Would Wear Them More Often ০ = 0, ১ = 1, ২ = 2, ৩ = 3"
cc_news_104_He is The Saree Man of India W,symbols,intermediate,other,3,% \ _ $ @ # translate into the same symbols
cc_news_104_He is The Saree Man of India W,ZWJ,advanced,technical_term,4,ZWJ and ZWNJ characters are used to produce alternate rendering of ligature
cc_news_104_He is The Saree Man of India W,ZWNJ,advanced,technical_term,2,ZWJ and ZWNJ characters are used to produce alternate rendering of ligature
cc_news_105_Hindu college students to wors,Bengali,basic,other,5,"Hindu college students to worship Disha Patani for losing their virginity ০ = 0, ১ = 1, ২ = 2, ৩ = 3"
cc_news_105_Hindu college students to wors,symbols,intermediate,other,3,% \ _ $ @ # translate into the same symbols
cc_news_105_Hindu college students to wors,ZWJ,advanced,technical_term,4,ZWJ and ZWNJ characters are used to produce alternate rendering of ligature
cc_news_105_Hindu college students to wors,ZWNJ,advanced,technical_term,2,ZWJ and ZWNJ characters are used to produce alternate rendering of ligature
cc_news_106_Subodh and I have decided to s,Bengali,basic,other,5,"০ = 0, ১ = 1, ২ = 2, ৩ = 3, ৪ = 4, ৫ = 5, ৬ = 6, ৭ = 7, ৮ = 8, ৯ = 9 ্ = See example (Hasant/Viram) "
cc_news_106_Subodh and I have decided to s,symbols,intermediate,other,3,% \ _ $ @ # translate into the same symbols
cc_news_106_Subodh and I have decided to s,ZWJ,advanced,technical_term,4,ZWJ and ZWNJ characters are used to produce alternate rendering of ligature
cc_news_106_Subodh and I have decided to s,ZWNJ,advanced,technical_term,2,ZWJ and ZWNJ characters are used to produce alternate rendering of ligature
cc_news_107_বেণু তব বাজাও একাকী,Bengali,basic,other,5,"বেণু তব বাজাও একাকী ০ = 0, ১ = 1, ২ = 2, ৩ = 3, ৪ = 4, ৫ = 5, ৬ = 6, ৭ = 7, ৮ = 8, ৯ = 9 ্ = See exa"
cc_news_107_বেণু তব বাজাও একাকী,symbols,intermediate,other,3,% \ _ $ @ # translate into the same symbols
cc_news_107_বেণু তব বাজাও একাকী,ZWJ,advanced,technical_term,4,ZWJ and ZWNJ characters are used to produce alternate rendering of ligature
cc_news_107_বেণু তব বাজাও একাকী,ZWNJ,advanced,technical_term,2,ZWJ and ZWNJ characters are used to produce alternate rendering of ligature
cc_news_108_মনে আছে ‘মিঃ ইন্ডিয়া’র ছোট্ট ট,Bengali,basic,other,5,"০ = 0, ১ = 1, ২ = 2, ৩ = 3, ৪ = 4, ৫ = 5, ৬ = 6, ৭ = 7, ৮ = 8, ৯ = 9 ্ = See example (Hasant/Viram) "
cc_news_108_মনে আছে ‘মিঃ ইন্ডিয়া’র ছোট্ট ট,symbols,intermediate,other,3,% \ _ $ @ # translate into the same symbols
cc_news_108_মনে আছে ‘মিঃ ইন্ডিয়া’র ছোট্ট ট,ZWJ,advanced,technical_term,4,ZWJ and ZWNJ characters are used to produce alternate rendering of ligature
cc_news_108_মনে আছে ‘মিঃ ইন্ডিয়া’র ছোট্ট ট,ZWNJ,advanced,technical_term,2,ZWJ and ZWNJ characters are used to produce alternate rendering of ligature
cc_news_109_Sharing the cottage with Shahi,Bengali,basic,other,5,"Sharing the cottage with Shahid Kapoor was a nightmare : Kangana Ranaut ০ = 0, ১ = 1, ২ = 2, ৩ = 3, "
cc_news_109_Sharing the cottage with Shahi,symbols,intermediate,other,3,% \ _ $ @ # translate into the same symbols
cc_news_109_Sharing the cottage with Shahi,ZWJ,advanced,technical_term,4,ZWJ and ZWNJ characters are used to produce alternate rendering of ligature
cc_news_109_Sharing the cottage with Shahi,ZWNJ,advanced,technical_term,2,ZWJ and ZWNJ characters are used to produce alternate rendering of ligature
cc_news_110_Can you remember Rajiv & Rinku,Bengali,basic,other,5,"০ = 0, ১ = 1, ২ = 2, ৩ = 3, ৪ = 4, ৫ = 5, ৬ = 6, ৭ = 7, ৮ = 8, ৯ = 9 ্ = See example (Hasant/Viram) "
cc_news_110_Can you remember Rajiv & Rinku,symbols,intermediate,other,3,% \ _ $ @ # translate into the same symbols
cc_news_110_Can you remember Rajiv & Rinku,ZWJ,advanced,technical_term,4,ZWJ and ZWNJ characters are used to produce alternate rendering of ligature
cc_news_110_Can you remember Rajiv & Rinku,ZWNJ,advanced,technical_term,2,ZWJ and ZWNJ characters are used to produce alternate rendering of ligature
cc_news_111_A 1400 pieces silver-gilt dinn,Bengali,basic,other,5,"A 1400 pieces silver-gilt dinner set of a Maharaja sold at record price ০ = 0, ১ = 1, ২ = 2, ৩ = 3, "
cc_news_111_A 1400 pieces silver-gilt dinn,symbols,intermediate,other,3,% \ _ $ @ # translate into the same symbols
cc_news_111_A 1400 pieces silver-gilt dinn,ZWJ,advanced,technical_term,4,ZWJ and ZWNJ characters are used to produce alternate rendering of ligature
cc_news_111_A 1400 pieces silver-gilt dinn,ZWNJ,advanced,technical_term,2,ZWJ and ZWNJ characters are used to produce alternate rendering of ligature
cc_news_112_The real story behind St. Vale,Bengali,basic,other,5,"Valentine ০ = 0, ১ = 1, ২ = 2, ৩ = 3, ৪ = 4, ৫ = 5, ৬ = 6, ৭ = 7, ৮ = 8, ৯ = 9 ্ = See example (Hasa"
cc_news_112_The real story behind St. Vale,symbols,intermediate,other,3,% \ _ $ @ # translate into the same symbols
cc_news_112_The real story behind St. Vale,ZWJ,advanced,technical_term,4,ZWJ and ZWNJ characters are used to produce alternate rendering of ligature
cc_news_112_The real story behind St. Vale,ZWNJ,advanced,technical_term,2,ZWJ and ZWNJ characters are used to produce alternate rendering of ligature
cc_news_113_Edmonton man arrested in Jaspe,Jasper,basic,other,6,According to Jasper RCMP it all started with complaints of an erratic driver from the public and fro
cc_news_113_Edmonton man arrested in Jaspe,motor,intermediate,other,4,– 2 counts of unsafe storage of a firearm 86(2) Criminal Code – Possession of a prohibited device 91
cc_news_113_Edmonton man arrested in Jaspe,scene,intermediate,other,4,” He pulled over a short distance west of the scene at a spot known as disaster point and according 
cc_news_113_Edmonton man arrested in Jaspe,RCMP,advanced,technical_term,5,According to Jasper RCMP it all started with complaints of an erratic driver from the public and fro
cc_news_113_Edmonton man arrested in Jaspe,possession,advanced,other,4,"Percy was found to be in possession of more than one firearm, triggering a host of Criminal Code, tr"
cc_news_113_Edmonton man arrested in Jaspe,National,advanced,other,6,Edmonton man arrested in Jasper National Park with guns An Edmonton man was charged with impaired dr
cc_news_114_Jasper RCMP seek owners of aba,Jasper,intermediate,other,3,"Jasper RCMP seek owners of abandoned boat, trailer Police in Jasper are investigating after a driver"
cc_news_114_Jasper RCMP seek owners of aba,SUV,advanced,technical_term,1,"He was driving an older model Toyota SUV, also blue in colour"
cc_news_114_Jasper RCMP seek owners of aba,RCMP,advanced,technical_term,2,"Jasper RCMP seek owners of abandoned boat, trailer Police in Jasper are investigating after a driver"
cc_news_115_Trump assails U.S. intelligenc,said,basic,other,6,"In another tweet, Trump said: ""Information is being illegally given to the failing @nytimes & @washi"
cc_news_115_Trump assails U.S. intelligenc,Trump,basic,other,13,"In another tweet, Trump said: ""Information is being illegally given to the failing @nytimes & @washi"
cc_news_115_Trump assails U.S. intelligenc,intelligence,advanced,other,6,intelligence agencies amid questions over Russia Trump went on the counter-offensive as his administ
cc_news_115_Trump assails U.S. intelligenc,that,basic,other,10,"Just like Russia,"" adding that the situation was ""very serious"
"cc_news_116_Safer tomorrow, thanks to Safe",have,basic,other,13,"For example, if kids have four or more ACEs, they actually start having neurochemical changes in the"
"cc_news_116_Safer tomorrow, thanks to Safe",That,basic,other,5,That's when we know it's really working
"cc_news_116_Safer tomorrow, thanks to Safe",Basically,advanced,other,2,"Basically, it's coaches talking to athletes about respectful behavior"
"cc_news_116_Safer tomorrow, thanks to Safe",Hall,basic,other,7,Hall-Jiran: And that changes generations
"cc_news_116_Safer tomorrow, thanks to Safe",Jiran,basic,other,7,Hall-Jiran: And that changes generations
"cc_news_116_Safer tomorrow, thanks to Safe",and,basic,other,72,"Pete Haga, Grand Forks community/government relations officer: Yes"
"cc_news_116_Safer tomorrow, thanks to Safe",the,basic,other,124,Were these findings based on before-and-after surveys
cc_news_117_For hockey fans nostalgia is d,will,basic,other,7,"The Centennial Classic will be followed on Monday, Jan"
cc_news_117_For hockey fans nostalgia is d,that,basic,other,5,We had elite games that were on rinks outdoors
cc_news_117_For hockey fans nostalgia is d,league,basic,other,5,"What started as a one off novelty has become the league's regular season centerpiece, a New Year's d"
cc_news_117_For hockey fans nostalgia is d,the,basic,other,55,I don't think there isn't any place we wouldn't go
"cc_news_118_Bitcoin jumps above $1,000 for",bitcoin,basic,other,5,Data shows most bitcoin trading is done in China
"cc_news_118_Bitcoin jumps above $1,000 for",percent,intermediate,other,4,"5 percent to $1,022 on the Europe-based Bitstamp exchange, its highest since December 2013"
"cc_news_118_Bitcoin jumps above $1,000 for",Bitcoin,intermediate,other,4,"Bitcoin jumps above $1,000 for first time in three years Bitcoin - a web-based ""cryptocurrency"" that"
"cc_news_118_Bitcoin jumps above $1,000 for",around,intermediate,other,3,"Its biggest daily moves in 2016 were around 10 percent, still very volatile compared with fiat curre"
"cc_news_119_Man, 22, dies in Duluth neighb",that,basic,other,12,that the victim had died
"cc_news_119_Man, 22, dies in Duluth neighb",been,basic,other,8,And there have been lots of shootings
"cc_news_119_Man, 22, dies in Duluth neighb",Tuesday,basic,other,5,Tuesday's shooting is the sixth in Duluth in less than four weeks
"cc_news_119_Man, 22, dies in Duluth neighb",Duluth,basic,other,8,", Duluth police said, with the investigation expected to continue overnight"
cc_news_120_Turkey close to identifying Is,said,intermediate,other,3,"He said it was clear that Turkey's military incursion into Syria, launched in August, had annoyed te"
cc_news_120_Turkey close to identifying Is,Turkey,basic,other,5,"Turkey close to identifying Istanbul attacker ""Information about the fingerprints and basic appearan"
cc_news_120_Turkey close to identifying Is,carried,intermediate,other,2,"In the process after this, work to identify him swiftly will be carried out,"" Deputy Prime Minister "
cc_news_121_Republican Anne Neu wins speci,UNUSUAL,advanced,technical_term,1,AN UNUSUAL ELECTION Tuesday's election came about because of an unusual situation
cc_news_121_Republican Anne Neu wins speci,TURNOUT,advanced,technical_term,1,"TURNOUT LOW, BUT BETTER Tuesday's special election saw about 25 percent of the district's registered"
cc_news_121_Republican Anne Neu wins speci,BETTER,advanced,technical_term,1,"TURNOUT LOW, BUT BETTER Tuesday's special election saw about 25 percent of the district's registered"
cc_news_121_Republican Anne Neu wins speci,ELECTION,advanced,technical_term,1,AN UNUSUAL ELECTION Tuesday's election came about because of an unusual situation
cc_news_122_Report: Trump campaign had rep,Trump,basic,other,11,Report: Trump campaign had repeated contact with Russian intelligence U
cc_news_122_Report: Trump campaign had rep,with,basic,other,6,officials in a telephone interview with the Times on Tuesday
cc_news_122_Report: Trump campaign had rep,calls,basic,other,7,The intercepted calls are different from the wiretapped conversations last year between Michael Flyn
cc_news_122_Report: Trump campaign had rep,Russian,basic,other,8,"Kislyak, the Russian ambassador to the United States, the Times said"
cc_news_123_Editorial: North Dakota's effi,Grand,basic,other,13,Grand Forks' policies strike us as being much friendlier to growth than they were then
cc_news_123_Editorial: North Dakota's effi,North,intermediate,other,4,Editorial: North Dakota's efficiency/access tradeoff hinders Grand Forks Omdahl's column is a terrif
cc_news_123_Editorial: North Dakota's effi,efficiency,advanced,other,4,Editorial: North Dakota's efficiency/access tradeoff hinders Grand Forks Omdahl's column is a terrif
cc_news_123_Editorial: North Dakota's effi,Forks,basic,other,13,Grand Forks' policies strike us as being much friendlier to growth than they were then
"cc_news_124_Wild pepper goal, but can't sc",Anaheim,basic,other,6,"Anaheim, but fell behind early and were frustrated by Gibson throughout"
"cc_news_124_Wild pepper goal, but can't sc",period,intermediate,other,4,"The Wild got two more power plays in the second period, and were thoroughly dominant throughout, out"
"cc_news_124_Wild pepper goal, but can't sc",NHL,advanced,technical_term,1,"In 45 games with the NHL club this season, he has six goals"
"cc_news_124_Wild pepper goal, but can't sc",NOTES,advanced,technical_term,1,NOTES: The Wild assigned F Tyler Graovac to Iowa of the American Hockey League after he cleared waiv
cc_news_125_Cuba puts on show of strength ,Trump,basic,other,5,"""But I hope Trump will instead follow the path"
cc_news_125_Cuba puts on show of strength ,Castro,intermediate,other,4,Raul Castro and his family watched and waved at those marching from the foot of the towering monumen
cc_news_125_Cuba puts on show of strength ,their,intermediate,other,3,Cuba puts on show of strength as Trump inauguration nears The event marked the 60th anniversary of t
cc_news_125_Cuba puts on show of strength ,marching,advanced,other,2,"Some of those marching held up images of Castro or banners reading ""We are Fidel"""
cc_news_126_UPDATE: Man fires shots from n,Crosby,intermediate,other,4,"UPDATE: Man fires shots from northwest ND home in Crosby, but it ends up with no one hurt Jeremy Kes"
cc_news_126_UPDATE: Man fires shots from n,UPDATE,advanced,technical_term,1,"UPDATE: Man fires shots from northwest ND home in Crosby, but it ends up with no one hurt Jeremy Kes"
cc_news_126_UPDATE: Man fires shots from n,Kessler,basic,other,5,"UPDATE: Man fires shots from northwest ND home in Crosby, but it ends up with no one hurt Jeremy Kes"
cc_news_127_ND state senators vote down bi,Senate,intermediate,other,3,The Senate Government and Veterans Affairs Committee amended the bill to a legislative management st
cc_news_127_ND state senators vote down bi,cultural,advanced,other,3,"ND state senators vote down bill for them to study cultural differences The proposed training, which"
cc_news_127_ND state senators vote down bi,training,advanced,other,4,"ND state senators vote down bill for them to study cultural differences The proposed training, which"
cc_news_128_Twins' Perkins encouraged afte,Perkins,basic,other,9,"Twins' Perkins encouraged after first bullpen ""That's a good first step,"" Perkins said"
cc_news_128_Twins' Perkins encouraged afte,bullpen,intermediate,other,4,I was thinking about that bullpen a week before I threw it
cc_news_128_Twins' Perkins encouraged afte,That,intermediate,other,4,That will be a success if that's the case
cc_news_128_Twins' Perkins encouraged afte,that,basic,other,9,I was thinking about that bullpen a week before I threw it
cc_news_129_Man accused in Crookston bar d,Torres,basic,other,6,Torres died a week later at Altru Hospital in Grand Forks due to head injuries
cc_news_129_Man accused in Crookston bar d,failed,intermediate,other,3,Prosecutors failed to convince a jury that a shove from Strommen caused Torres' death
cc_news_129_Man accused in Crookston bar d,during,intermediate,other,3,Strommen did not look at Saenz during the hearing
cc_news_129_Man accused in Crookston bar d,WDAZ,advanced,technical_term,3,""" WDAZ and the Grand Forks Herald are owned by the Forum Communications Co"
cc_news_130_Ten different players score fo,three,intermediate,other,4,""" Central outscored the Spoilers 35-2 in three meetings this season"
cc_news_130_Ten different players score fo,different,advanced,other,3,Fourteen different Knights figured into the scoring
cc_news_130_Ten different players score fo,Central,basic,other,8,1 Central improved to 22-0 and will play No
"cc_news_131_George Will: To 2016, American",percent,intermediate,other,3,CKE announced that it was moving its headquarters from California (highest income tax rate: 13 perce
"cc_news_131_George Will: To 2016, American",CKE,advanced,technical_term,2,CKE Restaurants includes the Carl's Jr
"cc_news_131_George Will: To 2016, American",NBA,advanced,technical_term,1,""" The NBA, which plays preseason games in China, home of forced abortions and organ harvests, moved "
"cc_news_131_George Will: To 2016, American",California,advanced,other,3,"chain, which was founded in California and ignited the fast-food industry"
cc_news_132_Tribe asks court to overturn p,Tribe,intermediate,other,3,Tribe asks court to overturn pipeline permits Tribal lawyers filed for a summary judgement on the pe
cc_news_132_Tribe asks court to overturn p,The,intermediate,other,3,The action comes on the heels of U
cc_news_132_Tribe asks court to overturn p,pipeline,advanced,other,6,Tribe asks court to overturn pipeline permits Tribal lawyers filed for a summary judgement on the pe
cc_news_133_Trump administration sued over,and,basic,other,14,11 and was to take effect last Friday
cc_news_133_Trump administration sued over,Fish,intermediate,other,3,Fish and Wildlife Service could not immediately be reached for comment
cc_news_133_Trump administration sued over,rule,intermediate,other,4,They said the rule technically became final when it was published in the Federal Register
cc_news_133_Trump administration sued over,Wildlife,advanced,other,3,Fish and Wildlife Service could not immediately be reached for comment
cc_news_134_Legislators fear law allowing ,people,basic,other,8,"But too few people know about the law, Anderson said"
cc_news_134_Legislators fear law allowing ,Good,intermediate,other,4,"""They're using the Good Samaritan laws as an excuse to charge people because, obviously, if I gave y"
cc_news_134_Legislators fear law allowing ,had,intermediate,other,4,Someone had brought her to the clinic in the middle of the night on Feb
cc_news_134_Legislators fear law allowing ,the,basic,other,30,Jeremy Moe with the special resource bureau
cc_news_135_Islamic State claims Istanbul ,from,basic,other,10,There was no immediate comment from Turkish officials
cc_news_135_Islamic State claims Istanbul ,said,basic,other,12,"Witnesses said he shouted ""Allahu Akbar"" (God is Greatest)"
cc_news_135_Islamic State claims Istanbul ,people,basic,other,7,State broadcaster TRT Haber said eight people had been detained in Istanbul
cc_news_135_Islamic State claims Istanbul ,Islamic,basic,other,8,Turkey has also been cracking down on Islamic State networks at home
cc_news_136_Former UND med school could ge,the,basic,other,37,"As proposed to the SBHE, the renovations would be funded by $1"
cc_news_136_Former UND med school could ge,would,intermediate,other,4,The plan to renovate the old SMHS would help clear the way for the consolidation of additional depar
cc_news_136_Former UND med school could ge,million,intermediate,other,3,3 million in extraordinary repair funding and $2 million in appropriated funds
cc_news_136_Former UND med school could ge,UND,advanced,technical_term,9,• The UND Music Department will host a recital for the UND Guitar Studio at 8 p
cc_news_137_Red River turns it on in secon,Knights,intermediate,other,4,But the Knights couldn't match the pace Red River set in the second half
cc_news_137_Red River turns it on in secon,and,basic,other,6,We got some easy baskets and started attacking the basket
cc_news_137_Red River turns it on in secon,River,basic,other,7,"""Red River is a good offensive team,'' Central coach Dan Carlson said"
cc_news_138_Pope tells bishops to have zer,zero,basic,other,5,"""This pope keeps proclaiming zero tolerance but doesn't enact it"
cc_news_138_Pope tells bishops to have zer,Francis,basic,other,6,"It is a sin that shames us,"" Francis wrote in the letter"
cc_news_138_Pope tells bishops to have zer,tolerance,advanced,other,6,Zero tolerance is mere rhetoric
cc_news_138_Pope tells bishops to have zer,sexual,basic,other,7,"Church sexual abuse broke into the open in 2002, when it was discovered that U"
cc_news_139_Trump leaning toward Georgia e,Perdue,intermediate,other,4,"Perdue, 70, led the southern U"
cc_news_139_Trump leaning toward Georgia e,Trump,basic,other,5,Trump had been meeting with a number of other possible candidates for U
cc_news_139_Trump leaning toward Georgia e,governor,advanced,other,4,"Trump leaning toward Georgia ex-governor for agriculture secretary Perdue, a Democrat-turned-Republi"
cc_news_140_Mathison: Setting a big goal? ,people,basic,other,5,""" That's why telling people about your goals can be counter-productive"
cc_news_140_Mathison: Setting a big goal? ,really,intermediate,other,3,"This year, I'm really doing it"
cc_news_140_Mathison: Setting a big goal? ,friends,intermediate,other,3,"If you've been telling your friends, ""I'm going to write a book"
cc_news_140_Mathison: Setting a big goal? ,TED,advanced,technical_term,1,"In his 3-minute TED Talk, Derek Sivers shares a surprising idea: Telling people about your goal make"
cc_news_141_UPDATE: Former Twins manager G,Twins,basic,other,9,"UPDATE: Former Twins manager Gardenhire battling prostate cancer Gardenhire, 59, will travel back to"
cc_news_141_UPDATE: Former Twins manager G,they,intermediate,other,4,"“In talking with the doctors, they’re been pretty optimistic"
cc_news_141_UPDATE: Former Twins manager G,UPDATE,advanced,technical_term,1,"UPDATE: Former Twins manager Gardenhire battling prostate cancer Gardenhire, 59, will travel back to"
cc_news_141_UPDATE: Former Twins manager G,Gardenhire,advanced,other,14,Gardenhire managed the Twins to six division titles in his 13-year run from 2002-14
cc_news_142_Editorial: Kennedy should lear,Kennedy,basic,other,11,Simple: Because Kennedy's salary is leverage
cc_news_142_Editorial: Kennedy should lear,cutting,intermediate,other,3,"""They're cutting the law school, they're cutting the radio station and they're cutting courses, and "
cc_news_142_Editorial: Kennedy should lear,description,advanced,other,3,""" A glance at the job description sets the record straight"
cc_news_142_Editorial: Kennedy should lear,coordinate,advanced,other,3,"Other duties include ""initiate, plan and coordinate all official entertaining events hosted by the p"
cc_news_143_A day for friendship: Grand Fo,people,basic,other,5,"""There's a lot of people that just moved here"
cc_news_143_A day for friendship: Grand Fo,women,intermediate,other,3,""" Five men and five women attended"
cc_news_143_A day for friendship: Grand Fo,really,intermediate,other,4,"""I'm really glad I came"
cc_news_143_A day for friendship: Grand Fo,expecting,advanced,other,2,"""Even if they don't find love, which we're not really expecting"
cc_news_144_Lead exposure in children: a g,exposure,advanced,other,4,Lead exposure in children: a guide to U
cc_news_144_Lead exposure in children: a g,CDC,advanced,technical_term,4,"Sources: CDC, state health agencies, poisoning prevention programs, U"
cc_news_144_Lead exposure in children: a g,level,basic,other,9,"However, the CDC says no level of exposure has been deemed safe for children"
cc_news_145_New Brighton brothers build (a,snow,intermediate,other,4,More information can be found on the Bartz snow sculptures on their Facebook page
cc_news_145_New Brighton brothers build (a,NW,advanced,technical_term,1,NW in New Brighton and is illuminated until 11 p
cc_news_145_New Brighton brothers build (a,Brighton,advanced,other,2,NW in New Brighton and is illuminated until 11 p
cc_news_146_McFeely: UND president goes hi,Kennedy,basic,other,6,The position would entail “picking up all the necessary supplies for events hosted by UND President 
cc_news_146_McFeely: UND president goes hi,falutin,intermediate,other,2,McFeely: UND president goes high-falutin'
cc_news_146_McFeely: UND president goes hi,UND,advanced,technical_term,5,McFeely: UND president goes high-falutin'
cc_news_146_McFeely: UND president goes hi,president,advanced,other,3,McFeely: UND president goes high-falutin'
"cc_news_147_Despite Wiggins' 41 points, Ca",Wiggins,basic,other,7,Wiggins single-handedly brought the Timberwolves back
"cc_news_147_Despite Wiggins' 41 points, Ca",who,intermediate,other,4,"Wiggins had help from Karl-Anthony Towns, who scored 26 points and grabbed seven rebounds"
"cc_news_147_Despite Wiggins' 41 points, Ca",points,basic,other,11,Tristan Thompson added 14 points and 11 rebounds
"cc_news_147_Despite Wiggins' 41 points, Ca",Cavaliers,advanced,other,5,The Cavaliers beat the Timberwolves 125-97 on Feb
cc_news_148_Billie Lourd breaks silence on,Fisher,basic,other,9,"Her son, Todd Fisher, told Variety, ""She wanted to be with Carrie"
cc_news_148_Billie Lourd breaks silence on,Billie,intermediate,other,3,""" A photo posted by Billie Lourd (@praisethelourd) on Jan 2, 2017 at 10:09am PST Other than that sta"
cc_news_148_Billie Lourd breaks silence on,morning,intermediate,other,3,Fisher died Tuesday morning after suffering a what was described as a massive heart attack on Friday
cc_news_148_Billie Lourd breaks silence on,UCLA,advanced,technical_term,1,She was rushed from LAX airport to the UCLA Medical Center Friday afternoon when the plane landed
cc_news_149_80-year-old Thief River Falls ,the,intermediate,other,3,on the outskirts of town
cc_news_149_80-year-old Thief River Falls ,year,intermediate,other,2,80-year-old Thief River Falls man missing Eighty-year-old Orvin Sund went missing about 11 a
cc_news_149_80-year-old Thief River Falls ,missing,intermediate,other,2,80-year-old Thief River Falls man missing Eighty-year-old Orvin Sund went missing about 11 a
cc_news_150_ND heat wave next week could l,flooding,advanced,other,3,ND heat wave next week could lessen spring flooding in some areas After a brief cold snap moved into
cc_news_150_ND heat wave next week could l,freezing,advanced,other,3,Above-freezing temperatures could be good news for southern and western parts of North Dakota
cc_news_150_ND heat wave next week could l,February,advanced,other,6,"Overall, February for almost all of the U"
cc_news_150_ND heat wave next week could l,NWS,advanced,technical_term,7,NWS meteorologists predict a 2-foot to 4-foot rise with record runoff and possibly elevations
cc_news_151_Devils Lake man accused of ter,Devils,intermediate,other,4,"Devils Lake man accused of terrorizing bar patrons, pointing gun at another man Brandon Kent Sundeen"
cc_news_151_Devils Lake man accused of ter,Lake,basic,other,5,"Devils Lake man accused of terrorizing bar patrons, pointing gun at another man Brandon Kent Sundeen"
cc_news_151_Devils Lake man accused of ter,terrorizing,advanced,other,2,"Devils Lake man accused of terrorizing bar patrons, pointing gun at another man Brandon Kent Sundeen"
cc_news_152_Judge closes hearing on South ,Gergel,intermediate,other,4,Gergel also banned relatives of the victims from attending
cc_news_152_Judge closes hearing on South ,hearing,basic,other,7,"Attorney Jay Richardson, who wanted an open hearing"
cc_news_152_Judge closes hearing on South ,whether,intermediate,other,4,The jury will be seated again to determine whether to put Roof to death but first the judge must dec
cc_news_153_Balance powers Red River over ,players,intermediate,other,3,We got four players in double figures
cc_news_153_Balance powers Red River over ,halftime,advanced,other,2,Red River led only 23-20 at halftime
cc_news_153_Balance powers Red River over ,Central,basic,other,6,Central was behind by double figures for most of the remainder of the game until putting together a 
cc_news_154_Legislators delay action on fu,revenue,intermediate,other,4,"Legislators delay action on funding for ND oil cities House Bill 1366, which relates to the way oil "
cc_news_154_Legislators delay action on fu,funding,basic,other,7,"Legislators delay action on funding for ND oil cities House Bill 1366, which relates to the way oil "
cc_news_154_Legislators delay action on fu,oil,basic,other,6,"Legislators delay action on funding for ND oil cities House Bill 1366, which relates to the way oil "
cc_news_155_Judge spells out rules for cou,Castile,basic,other,8,Judge spells out rules for courtroom attendance in Castile c
cc_news_155_Judge spells out rules for cou,Ramsey,intermediate,other,4,"Paul City Hall and Ramsey County Courthouse),"" during proceedings will be prohibited"
cc_news_155_Judge spells out rules for cou,County,intermediate,other,4,"Paul City Hall and Ramsey County Courthouse),"" during proceedings will be prohibited"
cc_news_155_Judge spells out rules for cou,courtroom,advanced,other,3,Judge spells out rules for courtroom attendance in Castile c
cc_news_156_Scott Hennen: GoFundMe's NoDAP,company,basic,other,5,"The company's chairman and CEO, Rob Solomon, gave the maximum amount in contributions allowed by law"
cc_news_156_Scott Hennen: GoFundMe's NoDAP,North,intermediate,other,4,"Hennen is the host of What's On Your Mind radio show, heard throughout North Dakota on AM 1100 TheFl"
cc_news_156_Scott Hennen: GoFundMe's NoDAP,Dakota,intermediate,other,4,"Hennen is the host of What's On Your Mind radio show, heard throughout North Dakota on AM 1100 TheFl"
cc_news_156_Scott Hennen: GoFundMe's NoDAP,GoFundMe,advanced,other,9,GoFundMe is a business
cc_news_157_France finds bird flu in new p,among,intermediate,other,3,The H5N8 strain of the disease is highly contagious among birds and has spread in a number of Europe
cc_news_157_France finds bird flu in new p,confirmed,advanced,other,2,"France has already confirmed more than 80 cases of H5N8 bird flu among domestic poultry, but these h"
cc_news_157_France finds bird flu in new p,contagious,advanced,other,2,It is not known to be contagious for humans
cc_news_158_Jamestown lawmaker seeks to ke,budget,basic,other,6,The amended DOT budget includes a $66
cc_news_158_Jamestown lawmaker seeks to ke,million,intermediate,other,3,4 million reduction in operating expenses from the $295
cc_news_158_Jamestown lawmaker seeks to ke,Wanzek,intermediate,other,4,Wanzek said he intends to try to amend the bill on the Senate floor
cc_news_158_Jamestown lawmaker seeks to ke,Jamestown,advanced,other,3,Jamestown lawmaker seeks to keep highway maintenance shops o
cc_news_159_Traffic collision injures Gran,Benson,intermediate,other,2,"Travis Benson said the driver of the SUV, a gray Toyota RAV4, was heading south on North 55th Street"
